Name,League,Defense,Midfield,Attack,Overall,Logo URL,Team_Rating
Athletic Club,LaLiga Santander,79,78,80,79,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/448.png,4.5
Borussia Mönchengladbach,Bundesliga,80,79,78,79,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/23.png,4.5
Bayer 04 Leverkusen,Bundesliga,78,78,78,79,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/32.png,4.5
Wolverhampton Wanderers,Premier League,78,81,77,79,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110.png,4.5
SL Benfica,Liga NOS,78,79,77,79,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/234.png,4.5
Ajax,Eredivisie,76,77,80,78,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/245.png,4.0
Real Betis Balompié,LaLiga Santander,78,79,79,78,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/449.png,4.0
FC Porto,Liga NOS,77,79,79,78,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/236.png,4.0
Olympique Lyonnais,Ligue 1 Uber Eats,77,79,79,78,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/66.png,4.0
West Ham United,Premier League,77,79,79,78,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/19.png,4.0
AS Monaco,Ligue 1 Uber Eats,77,77,79,78,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/69.png,4.0
Roma,Serie A TIM,76,77,79,78,https://fifastatic.fifaindex.com/FIFA20/images/crest/5/light/52.png,4.0
Sporting CP,Liga NOS,77,81,78,78,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/237.png,4.0
LOSC Lille,Ligue 1 Uber Eats,78,78,78,78,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/65.png,4.0
VfL Wolfsburg,Bundesliga,77,78,78,78,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/175.png,4.0
Granada CF,LaLiga Santander,77,78,77,78,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110832.png,4.0
Eintracht Frankfurt,Bundesliga,75,77,79,77,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1824.png,4.0
Getafe CF,LaLiga Santander,77,78,77,77,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1860.png,4.0
Valencia CF,LaLiga Santander,77,78,77,77,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/461.png,4.0
Aston Villa,Premier League,77,77,77,77,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/2.png,4.0
Olympique de Marseille,Ligue 1 Uber Eats,76,76,77,77,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/219.png,4.0
PSV,Eredivisie,77,76,79,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/247.png,4.0
Levante UD,LaLiga Santander,75,76,79,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1853.png,4.0
Fiorentina,Serie A TIM,75,76,78,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110374.png,4.0
Leeds United,Premier League,75,76,78,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/8.png,4.0
Southampton,Premier League,76,77,77,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/17.png,4.0
Hertha Berlin,Bundesliga,75,76,77,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/166.png,4.0
Crystal Palace,Premier League,75,75,77,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1799.png,4.0
Flamengo,Libertadores,75,75,77,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1043.png,4.0
Newcastle United,Premier League,74,75,77,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/13.png,4.0
D. Alavés,LaLiga Santander,76,74,77,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/463.png,4.0
OGC Nice,Ligue 1 Uber Eats,73,74,77,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/72.png,4.0
CA Osasuna,LaLiga Santander,75,77,76,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/479.png,4.0
River Plate,Libertadores,75,76,76,76,https://fifastatic.fifaindex.com/FIFA19/images/crest/5/light/1876.png,4.0
Olympiacos CFP,Rest of World,72,76,76,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/280.png,4.0
SD Eibar,LaLiga Santander,74,75,76,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/467.png,4.0
Torino,Serie A TIM,77,74,76,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/54.png,4.0
Boca Juniors,Libertadores,75,73,76,76,https://fifastatic.fifaindex.com/FIFA18/images/crest/5/light/1877.png,4.0
TSG Hoffenheim,Bundesliga,76,77,75,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/10029.png,4.0
Burnley,Premier League,77,76,75,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1796.png,4.0
Stade Rennais FC,Ligue 1 Uber Eats,76,76,75,76,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/74.png,4.0
Atlético Mineiro,Liga do Brasil,75,75,81,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1035.png,4.0
Montpellier Hérault SC,Ligue 1 Uber Eats,73,76,80,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/70.png,4.0
RC Celta,LaLiga Santander,75,75,80,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/450.png,4.0
Sassuolo,Serie A TIM,72,77,79,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111974.png,4.0
São Paulo,Libertadores,76,75,78,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/598.png,4.0
Tigres de la UANL,LIGA BBVA MX,73,75,77,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1970.png,4.0
Galatasaray SK,Süper Lig,74,73,77,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/325.png,4.0
R. Valladolid CF,LaLiga Santander,74,76,76,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/462.png,4.0
Sampdoria,Serie A TIM,73,75,76,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1837.png,4.0
Udinese,Serie A TIM,72,75,76,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/55.png,4.0
Feyenoord,Eredivisie,75,74,76,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/246.png,4.0
Cagliari,Serie A TIM,73,73,76,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1842.png,4.0
Brighton & Hove Albion,Premier League,76,76,75,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1808.png,4.0
RCD Espanyol,LaLiga SmartBank,74,76,75,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/452.png,4.0
Club Brugge KV,1A Pro League,74,76,75,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/231.png,4.0
SK Slavia Praha,Rest of World,75,75,75,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/266.png,4.0
Angers SCO,Ligue 1 Uber Eats,74,75,75,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1530.png,4.0
SC Braga,Liga NOS,75,76,74,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1896.png,4.0
Fenerbahçe SK,Süper Lig,75,76,74,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/326.png,4.0
Spartak Moscow,Rest of World,74,76,74,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100767.png,4.0
Fulham,Premier League,74,75,74,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/144.png,4.0
Shakhtar Donetsk,Rest of World,73,75,71,75,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101059.png,4.0
Cruz Azul,LIGA BBVA MX,73,73,77,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1878.png,3.5
Hellas Verona,Serie A TIM,73,75,76,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/206.png,3.5
Rayados de Monterrey,LIGA BBVA MX,74,75,75,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1032.png,3.5
Bologna,Serie A TIM,73,75,75,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/189.png,3.5
Sport-Club Freiburg,Bundesliga,73,75,75,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/25.png,3.5
Rangers FC,Scottish Prem,75,74,75,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/86.png,3.5
Beşiktaş JK,Süper Lig,73,74,75,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/327.png,3.5
RC Strasbourg Alsace,Ligue 1 Uber Eats,74,73,75,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/76.png,3.5
Grêmio,Liga do Brasil,75,72,75,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1629.png,3.5
Palmeiras,Libertadores,74,76,74,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/383.png,3.5
İstanbul Başakşehir FK,Süper Lig,73,75,74,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101014.png,3.5
FC Schalke 04,Bundesliga,72,75,74,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/34.png,3.5
AZ,Eredivisie,73,74,74,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1906.png,3.5
Watford,EFL Championship,73,74,74,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1795.png,3.5
Parma,Serie A TIM,73,74,74,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/50.png,3.5
1. FC Köln,Bundesliga,72,74,74,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/31.png,3.5
PFC CSKA Moscow,Rest of World,73,73,74,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/315.png,3.5
FC Girondins de Bordeaux,Ligue 1 Uber Eats,72,73,74,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/59.png,3.5
SV Werder Bremen,Bundesliga,75,74,73,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/38.png,3.5
FC Augsburg,Bundesliga,74,74,73,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100409.png,3.5
Lokomotiv Moskva,Rest of World,73,73,73,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100765.png,3.5
AFC Bournemouth,EFL Championship,71,75,72,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1943.png,3.5
Genoa,Serie A TIM,74,74,72,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110556.png,3.5
Internacional,Liga do Brasil,75,75,71,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1048.png,3.5
Dynamo Kyiv,Rest of World,73,74,70,74,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101047.png,3.5
Norwich City,EFL Championship,71,73,76,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1792.png,3.5
Cádiz CF,LaLiga Santander,72,73,75,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1968.png,3.5
Celtic,Scottish Prem,72,73,75,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/78.png,3.5
1. FC Union Berlin,Bundesliga,73,72,75,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1831.png,3.5
FC Red Bull Salzburg,Ö. Bundesliga,73,72,75,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/191.png,3.5
KRC Genk,1A Pro League,73,71,75,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/673.png,3.5
AS Saint-Étienne,Ligue 1 Uber Eats,73,74,74,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1819.png,3.5
Dinamo Zagreb,Rest of World,72,74,74,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/211.png,3.5
West Bromwich Albion,Premier League,72,74,74,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/109.png,3.5
Vélez Sarsfield,LPF,73,73,74,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101088.png,3.5
Club América,LIGA BBVA MX,73,73,74,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1879.png,3.5
Club León,LIGA BBVA MX,72,73,74,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110781.png,3.5
VfB Stuttgart,Bundesliga,72,73,74,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/36.png,3.5
Santos,Liga do Brasil,73,72,74,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1053.png,3.5
Al Hilal,MBS Pro League,72,74,73,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/605.png,3.5
Stade de Reims,Ligue 1 Uber Eats,74,73,73,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/379.png,3.5
SD Huesca,LaLiga Santander,73,73,73,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110839.png,3.5
PAOK,Rest of World,72,73,73,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/393.png,3.5
Sparta Praha,Rest of World,70,73,73,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/267.png,3.5
RC Lens,Ligue 1 Uber Eats,73,75,72,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/64.png,3.5
1. FSV Mainz 05,Bundesliga,73,73,72,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/169.png,3.5
Elche CF,LaLiga Santander,72,73,72,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/468.png,3.5
RCD Mallorca,LaLiga SmartBank,72,73,72,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/453.png,3.5
Stade Brestois 29,Ligue 1 Uber Eats,72,73,72,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/378.png,3.5
Corinthians,Sudamericana,74,72,72,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1041.png,3.5
FC Nantes,Ligue 1 Uber Eats,74,74,71,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/71.png,3.5
Racing Club,LPF,73,74,71,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101085.png,3.5
Sheffield United,Premier League,73,74,71,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1794.png,3.5
Nîmes Olympique,Ligue 1 Uber Eats,73,73,71,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/224.png,3.5
Club Libertad,Libertadores,72,72,69,73,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111008.png,3.5
Royal Antwerp FC,1A Pro League,73,72,75,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/230.png,3.5
Ceará Sporting Club,Liga do Brasil,73,71,75,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111059.png,3.5
Trabzonspor,Süper Lig,70,73,74,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/436.png,3.5
Brentford,EFL Championship,71,72,74,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1925.png,3.5
UD Almería,LaLiga SmartBank,71,72,74,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1861.png,3.5
Club Athletico Paranaense,Liga do Brasil,72,71,74,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1039.png,3.5
Defensa y Justicia,LPF,71,71,74,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111710.png,3.5
Vitória Guimarães,Liga NOS,71,71,74,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1887.png,3.5
Club Atlético Independiente,LPF,71,74,73,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110093.png,3.5
KAA Gent,1A Pro League,70,73,73,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/674.png,3.5
AEK Athens,Rest of World,70,73,73,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/278.png,3.5
RSC Anderlecht,1A Pro League,71,72,73,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/229.png,3.5
San Lorenzo de Almagro,LPF,71,71,73,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1013.png,3.5
RB Bragantino,Sudamericana,74,73,72,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112472.png,3.5
Viktoria Plzeň,Rest of World,71,73,72,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110468.png,3.5
BSC Young Boys,RSL,72,72,72,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/900.png,3.5
DSC Arminia Bielefeld,Bundesliga,71,72,72,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/159.png,3.5
CD Leganés,LaLiga SmartBank,73,71,72,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100888.png,3.5
Benevento,Serie A TIM,72,71,72,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112026.png,3.5
FC København,3F Superliga,68,71,72,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/819.png,3.5
Standard de Liège,1A Pro League,71,72,71,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/232.png,3.5
Fluminense,Liga do Brasil,72,73,70,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/567.png,3.5
FC Metz,Ligue 1 Uber Eats,73,70,70,72,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/68.png,3.5
Club Deportivo Guadalajara,LIGA BBVA MX,68,72,75,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1880.png,3.5
Inter Miami CF,MLS,70,71,74,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112893.png,3.5
Minnesota United FC,MLS,70,70,74,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111138.png,3.5
Club Universidad Nacional,LIGA BBVA MX,70,70,74,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1881.png,3.5
Swansea City,EFL Championship,72,71,73,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1960.png,3.5
Dijon FCO,Ligue 1 Uber Eats,70,71,73,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110569.png,3.5
Hamburger SV,Bundesliga 2,71,70,73,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/28.png,3.5
Çaykur Rizespor,Süper Lig,70,69,73,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101037.png,3.5
Girona FC,LaLiga SmartBank,68,69,73,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110062.png,3.5
Fatih Karagümrük SK,Süper Lig,68,73,72,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111117.png,3.5
Seattle Sounders FC,MLS,67,73,72,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111144.png,3.5
Columbus Crew SC,MLS,70,72,72,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/687.png,3.5
FC Basel 1893,RSL,71,71,72,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/896.png,3.5
Portland Timbers,MLS,69,71,72,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111140.png,3.5
Club Atlético Talleres,LPF,72,69,72,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112670.png,3.5
Universidad Católica,Libertadores,70,68,72,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110975.png,3.5
Crotone,Serie A TIM,70,68,72,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110734.png,3.5
AC Monza,Rest of World,68,67,72,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111811.png,3.5
FC Paços de Ferreira,Liga NOS,72,73,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1892.png,3.5
Reading,EFL Championship,71,72,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1793.png,3.5
Sporting Charleroi,1A Pro League,71,72,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/670.png,3.5
FC Utrecht,Eredivisie,70,72,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1903.png,3.5
Demir Grup Sivasspor,Süper Lig,69,72,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101041.png,3.5
Alanyaspor,Süper Lig,72,71,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/113142.png,3.5
Argentinos Juniors,LPF,72,71,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111019.png,3.5
Rio Ave FC,Liga NOS,72,71,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/744.png,3.5
Fortuna Düsseldorf,Bundesliga 2,70,71,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110636.png,3.5
Colón de Santa Fe,LPF,70,71,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110406.png,3.5
FC Lorient,Ligue 1 Uber Eats,70,71,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/217.png,3.5
Blackburn Rovers,EFL Championship,70,71,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/3.png,3.5
Cardiff City,EFL Championship,69,71,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1961.png,3.5
LASK,Ö. Bundesliga,71,70,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/252.png,3.5
R. Sporting,LaLiga SmartBank,70,70,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/459.png,3.5
Nottingham Forest,EFL Championship,70,70,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/14.png,3.5
Panathinaikos FC,Rest of World,69,70,71,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1884.png,3.5
Atlético Clube Goianiense,Liga do Brasil,73,71,70,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112119.png,3.5
Fortaleza,Liga do Brasil,72,71,70,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111052.png,3.5
Club Atlas,LIGA BBVA MX,69,70,70,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101114.png,3.5
Club Olimpia,Libertadores,69,70,70,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101108.png,3.5
Santos Laguna,LIGA BBVA MX,68,70,70,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110144.png,3.5
Pachuca,LIGA BBVA MX,72,69,70,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110147.png,3.5
Newell's Old Boys,LPF,71,69,70,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110396.png,3.5
Bahia,Liga do Brasil,71,71,69,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1598.png,3.5
Rayo Vallecano,LaLiga SmartBank,70,71,69,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/480.png,3.5
Orlando City Soccer Club,MLS,67,71,69,71,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112606.png,3.5
Al Nassr,MBS Pro League,69,68,78,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112139.png,3.0
Al Ahli,MBS Pro League,67,70,76,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112387.png,3.0
Al Shabab,MBS Pro League,67,72,75,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111674.png,3.0
Club Atlético Lanús,LPF,69,71,74,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110395.png,3.0
Club Nacional de Football,Libertadores,68,70,74,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111325.png,3.0
Antalyaspor,Süper Lig,68,70,74,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/741.png,3.0
Guangzhou Evergrande Taobao FC,CSL,68,70,73,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111839.png,3.0
Kawasaki Frontale,Meiji Yasuda J1,70,69,73,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111730.png,3.0
Club Tijuana,LIGA BBVA MX,68,68,73,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111678.png,3.0
